Inter. 	 Data e Hora   			Comp.onda(nm)		Sinal 	Unid.	Fase (º)	Freq. (Hz)	
1 	 04/02/2015 - 11:14:26 	 	1999,986000 	0,000270 	 V 	 99,640000 	 98,833000 	
2 	 04/02/2015 - 11:14:28 	 	2049,965000 	0,000250 	 V 	 101,090000 	 98,843000 	
3 	 04/02/2015 - 11:14:30 	 	2099,972000 	0,000230 	 V 	 99,660000 	 98,726000 	
4 	 04/02/2015 - 11:14:32 	 	2149,970000 	0,000250 	 V 	 96,840000 	 98,706000 	
5 	 04/02/2015 - 11:14:35 	 	2199,996000 	0,000240 	 V 	 98,130000 	 98,784000 	
6 	 04/02/2015 - 11:14:37 	 	2249,979000 	0,000210 	 V 	 100,780000 	 98,629000 	
7 	 04/02/2015 - 11:14:39 	 	2299,989000 	0,000200 	 V 	 98,530000 	 98,667000 	
8 	 04/02/2015 - 11:14:41 	 	2349,993000 	0,000130 	 V 	 98,430000 	 98,828000 	
9 	 04/02/2015 - 11:14:43 	 	2399,986000 	0,000170 	 V 	 99,720000 	 98,814000 	
10 	 04/02/2015 - 11:14:45 	 	2449,973000 	0,000220 	 V 	 101,560000 	 98,692000 	
11 	 04/02/2015 - 11:14:47 	 	2499,984000 	0,000270 	 V 	 98,280000 	 98,819000 	
12 	 04/02/2015 - 11:14:49 	 	2549,987000 	0,000250 	 V 	 97,970000 	 98,667000 	
13 	 04/02/2015 - 11:14:51 	 	2599,981000 	0,000240 	 V 	 97,130000 	 98,775000 	
14 	 04/02/2015 - 11:14:53 	 	2649,965000 	0,000220 	 V 	 101,560000 	 98,687000 	
15 	 04/02/2015 - 11:14:55 	 	2699,975000 	0,000310 	 V 	 97,350000 	 98,745000 	
16 	 04/02/2015 - 11:14:57 	 	2749,976000 	0,000320 	 V 	 98,740000 	 98,667000 	
17 	 04/02/2015 - 11:14:59 	 	2799,968000 	0,000410 	 V 	 98,900000 	 98,716000 	
18 	 04/02/2015 - 11:15:01 	 	2849,983000 	0,000490 	 V 	 98,130000 	 98,838000 	
19 	 04/02/2015 - 11:15:03 	 	2899,990000 	0,000520 	 V 	 98,740000 	 98,770000 	
20 	 04/02/2015 - 11:15:05 	 	2949,985000 	0,000530 	 V 	 99,550000 	 98,902000 	
21 	 04/02/2015 - 11:15:07 	 	2999,970000 	0,000540 	 V 	 98,350000 	 98,658000 	
22 	 04/02/2015 - 11:15:09 	 	3049,978000 	0,000520 	 V 	 98,660000 	 98,799000 	
23 	 04/02/2015 - 11:15:11 	 	3099,978000 	0,000520 	 V 	 98,740000 	 98,760000 	
24 	 04/02/2015 - 11:15:14 	 	3149,964000 	0,000480 	 V 	 98,790000 	 98,648000 	
25 	 04/02/2015 - 11:15:16 	 	3199,974000 	0,000420 	 V 	 100,910000 	 98,823000 	
26 	 04/02/2015 - 11:15:18 	 	3249,975000 	0,000330 	 V 	 99,460000 	 99,024000 	
27 	 04/02/2015 - 11:15:20 	 	3299,963000 	0,000350 	 V 	 100,370000 	 98,755000 	
28 	 04/02/2015 - 11:15:22 	 	3349,975000 	0,000290 	 V 	 97,850000 	 98,731000 	
29 	 04/02/2015 - 11:15:24 	 	3399,972000 	0,000190 	 V 	 98,970000 	 98,726000 	
30 	 04/02/2015 - 11:15:26 	 	3449,995000 	0,000220 	 V 	 97,760000 	 98,741000 	
31 	 04/02/2015 - 11:15:28 	 	3499,969000 	0,000240 	 V 	 100,410000 	 98,838000 	
32 	 04/02/2015 - 11:15:30 	 	3549,965000 	0,000240 	 V 	 98,300000 	 98,775000 	
33 	 04/02/2015 - 11:15:32 	 	3599,986000 	0,000220 	 V 	 97,760000 	 98,745000 	
34 	 04/02/2015 - 11:15:34 	 	3649,992000 	0,000220 	 V 	 102,800000 	 98,716000 	
