Inter.	DataeHora	Comp.onda(nm)	Sinal	Unid.	Fase(º)	Freq.(Hz)
36	04/02/2015-14:05:00	3749.963000	0.000013	V	-61.990000	99.157000
37	04/02/2015-14:05:02	3799.966000	0.000004	V	173.290000	99.245000
38	04/02/2015-14:05:04	3849.987000	0.000003	V	-12.530000	99.147000
39	04/02/2015-14:05:06	3899.963000	0.000010	V	-33.310000	99.073000
40	04/02/2015-14:05:08	3949.992000	0.000005	V	63.440000	99.255000
41	04/02/2015-14:05:10	3999.970000	0.000015	V	-124.460000	99.117000
42	04/02/2015-14:05:12	4049.971000	0.000008	V	43.870000	99.191000
43	04/02/2015-14:05:14	4099.992000	0.000002	V	-50.200000	99.166000
44	04/02/2015-14:05:16	4149.963000	0.000002	V	-173.660000	99.112000
45	04/02/2015-14:05:18	4199.991000	0.000010	V	-45.000000	99.206000
46	04/02/2015-14:05:20	4249.966000	0.000006	V	-100.880000	99.112000
47	04/02/2015-14:05:22	4299.961000	0.000008	V	75.070000	99.186000
48	04/02/2015-14:05:24	4349.975000	0.000056	V	101.460000	99.108000
49	04/02/2015-14:05:26	4399.975000	0.000170	V	95.310000	99.034000
50	04/02/2015-14:05:28	4449.993000	0.000405	V	96.040000	99.147000
51	04/02/2015-14:05:30	4499.993000	0.000693	V	94.880000	99.098000
52	04/02/2015-14:05:32	4549.978000	0.000821	V	94.310000	99.044000
53	04/02/2015-14:05:34	4599.981000	0.000892	V	94.290000	98.926000
54	04/02/2015-14:05:37	4649.969000	0.000941	V	94.260000	99.152000
55	04/02/2015-14:05:39	4699.973000	0.001004	V	94.570000	98.985000
56	04/02/2015-14:05:41	4749.994000	0.001063	V	94.550000	99.152000
57	04/02/2015-14:05:43	4799.965000	0.001135	V	94.930000	98.975000
58	04/02/2015-14:05:45	4849.988000	0.001205	V	94.710000	99.029000
59	04/02/2015-14:05:47	4899.991000	0.001257	V	94.620000	99.132000
60	04/02/2015-14:05:49	4949.976000	0.001277	V	94.500000	99.078000
61	04/02/2015-14:05:51	4999.980000	0.001266	V	94.350000	98.897000
62	04/02/2015-14:05:53	5049.964000	0.001380	V	94.010000	99.049000
63	04/02/2015-14:05:55	5099.964000	0.001432	V	94.040000	99.039000
64	04/02/2015-14:05:57	5149.981000	0.001497	V	94.060000	98.882000
65	04/02/2015-14:05:59	5199.979000	0.001401	V	94.550000	99.122000
66	04/02/2015-14:06:01	5249.992000	0.001522	V	94.080000	98.960000
67	04/02/2015-14:06:03	5299.985000	0.001613	V	94.240000	99.078000
68	04/02/2015-14:06:05	5349.995000	0.001501	V	94.740000	98.970000
69	04/02/2015-14:06:07	5399.983000	0.001255	V	93.530000	99.044000
70	04/02/2015-14:06:09	5449.987000	0.001233	V	94.640000	98.872000
71	04/02/2015-14:06:11	5499.972000	0.001450	V	94.120000	99.073000
72	04/02/2015-14:06:14	5549.970000	0.001127	V	93.000000	98.980000
73	04/02/2015-14:06:16	5599.981000	0.001292	V	94.250000	98.941000
74	04/02/2015-14:06:18	5649.973000	0.001254	V	94.400000	98.877000
75	04/02/2015-14:06:20	5699.978000	0.000836	V	93.220000	99.127000
76	04/02/2015-14:06:22	5749.961000	0.000811	V	94.170000	99.093000
77	04/02/2015-14:06:24	5799.994000	0.000763	V	93.480000	99.039000
78	04/02/2015-14:06:26	5849.969000	0.000693	V	95.220000	99.044000
79	04/02/2015-14:06:28	5899.992000	0.000952	V	94.330000	99.068000
80	04/02/2015-14:06:30	5949.993000	0.000871	V	93.100000	99.024000
81	04/02/2015-14:06:32	5999.970000	0.001099	V	95.010000	98.872000
82	04/02/2015-14:06:34	6049.961000	0.000621	V	95.050000	98.970000
83	04/02/2015-14:06:36	6099.963000	0.000786	V	94.570000	98.960000
84	04/02/2015-14:06:38	6149.977000	0.000857	V	94.970000	98.970000
85	04/02/2015-14:06:40	6199.970000	0.001122	V	94.150000	98.946000
86	04/02/2015-14:06:42	6249.972000	0.001234	V	94.330000	99.147000
87	04/02/2015-14:06:44	6299.985000	0.001287	V	93.820000	99.103000
88	04/02/2015-14:06:46	6349.973000	0.000873	V	94.330000	99.049000
89	04/02/2015-14:06:48	6399.974000	0.000353	V	94.230000	98.946000
90	04/02/2015-14:06:50	6449.984000	0.000653	V	92.960000	98.970000
91	04/02/2015-14:06:53	6499.969000	0.000666	V	94.710000	99.103000
92	04/02/2015-14:06:55	6549.967000	0.000382	V	94.610000	98.916000
93	04/02/2015-14:06:57	6599.971000	0.000535	V	94.680000	98.902000
94	04/02/2015-14:06:59	6649.987000	0.000740	V	94.280000	99.044000
95	04/02/2015-14:07:01	6699.977000	0.000638	V	96.610000	98.956000
96	04/02/2015-14:07:03	6749.975000	0.000888	V	94.440000	98.877000
97	04/02/2015-14:07:05	6799.982000	0.000941	V	94.440000	98.960000
98	04/02/2015-14:07:07	6849.963000	0.000545	V	96.280000	98.936000
99	04/02/2015-14:07:09	6899.988000	0.001116	V	94.910000	99.078000
100	04/02/2015-14:07:11	6949.985000	0.000848	V	94.220000	99.000000
101	04/02/2015-14:07:13	6999.991000	0.001013	V	95.030000	99.009000
102	04/02/2015-14:07:15	7049.970000	0.001066	V	94.600000	98.941000
103	04/02/2015-14:07:17	7099.989000	0.001023	V	94.680000	99.063000
104	04/02/2015-14:07:19	7149.982000	0.000788	V	94.530000	98.863000
105	04/02/2015-14:07:21	7199.981000	0.001013	V	94.880000	99.063000
106	04/02/2015-14:07:23	7249.988000	0.000900	V	94.020000	98.951000
107	04/02/2015-14:07:25	7299.965000	0.001015	V	94.400000	98.965000
108	04/02/2015-14:07:27	7349.985000	0.001066	V	94.300000	98.760000
109	04/02/2015-14:07:30	7399.975000	0.001045	V	94.640000	99.058000
110	04/02/2015-14:07:32	7449.971000	0.000762	V	94.590000	98.921000
111	04/02/2015-14:07:34	7499.971000	0.000995	V	94.880000	98.907000
112	04/02/2015-14:07:36	7549.979000	0.000898	V	94.980000	98.921000
113	04/02/2015-14:07:38	7599.990000	0.000861	V	94.770000	98.931000
114	04/02/2015-14:07:40	7649.972000	0.000919	V	94.990000	98.750000
115	04/02/2015-14:07:42	7699.992000	0.000883	V	94.330000	98.843000
116	04/02/2015-14:07:44	7749.981000	0.000831	V	95.120000	98.897000
117	04/02/2015-14:07:46	7799.974000	0.000831	V	93.660000	98.907000
118	04/02/2015-14:07:48	7849.972000	0.000767	V	94.840000	98.731000
119	04/02/2015-14:07:50	7899.973000	0.000745	V	94.490000	98.995000
120	04/02/2015-14:07:52	7949.978000	0.000725	V	94.900000	98.902000
121	04/02/2015-14:07:54	7999.985000	0.000695	V	94.000000	98.887000
122	04/02/2015-14:07:56	8049.994000	0.000675	V	94.450000	98.990000
123	04/02/2015-14:07:58	8099.972000	0.000659	V	95.010000	98.897000
124	04/02/2015-14:08:00	8149.986000	0.000626	V	94.740000	98.726000
125	04/02/2015-14:08:02	8199.966000	0.000619	V	94.360000	98.946000
126	04/02/2015-14:08:04	8249.984000	0.000597	V	94.600000	98.911000
127	04/02/2015-14:08:06	8299.968000	0.000572	V	95.550000	98.814000
128	04/02/2015-14:08:09	8349.987000	0.000561	V	95.570000	98.736000
129	04/02/2015-14:08:11	8399.974000	0.000536	V	93.810000	98.843000
130	04/02/2015-14:08:13	8449.993000	0.000513	V	95.670000	98.814000
131	04/02/2015-14:08:15	8499.981000	0.000472	V	94.300000	98.741000
132	04/02/2015-14:08:17	8549.966000	0.000483	V	95.800000	98.863000
133	04/02/2015-14:08:19	8599.988000	0.000465	V	95.380000	98.765000
134	04/02/2015-14:08:21	8649.974000	0.000483	V	95.430000	98.823000
135	04/02/2015-14:08:23	8699.994000	0.000492	V	94.340000	98.775000
136	04/02/2015-14:08:25	8749.976000	0.000549	V	95.240000	98.960000
137	04/02/2015-14:08:27	8799.992000	0.000605	V	95.170000	98.872000
138	04/02/2015-14:08:29	8849.974000	0.000682	V	94.750000	98.990000
139	04/02/2015-14:08:31	8899.986000	0.000798	V	95.680000	98.907000
140	04/02/2015-14:08:33	8949.996000	0.000928	V	95.440000	99.078000
141	04/02/2015-14:08:35	8999.970000	0.001018	V	95.440000	99.024000
142	04/02/2015-14:08:37	9049.975000	0.001081	V	95.040000	98.858000
143	04/02/2015-14:08:39	9099.978000	0.001089	V	95.680000	98.916000
144	04/02/2015-14:08:41	9149.975000	0.001062	V	95.040000	99.034000
145	04/02/2015-14:08:43	9199.970000	0.001028	V	95.600000	98.794000
146	04/02/2015-14:08:45	9249.994000	0.000992	V	95.670000	98.819000
147	04/02/2015-14:08:48	9299.981000	0.000963	V	95.750000	98.765000
148	04/02/2015-14:08:50	9349.963000	0.000920	V	95.350000	98.867000
149	04/02/2015-14:08:52	9399.973000	0.000896	V	96.420000	98.863000
150	04/02/2015-14:08:54	9449.980000	0.000879	V	95.550000	98.970000
151	04/02/2015-14:08:56	9499.979000	0.000838	V	95.380000	98.872000
152	04/02/2015-14:08:58	9549.975000	0.000791	V	95.690000	98.916000
153	04/02/2015-14:09:00	9599.963000	0.000777	V	95.800000	98.916000
154	04/02/2015-14:09:02	9649.980000	0.000744	V	95.470000	99.024000
155	04/02/2015-14:09:04	9699.988000	0.000714	V	95.730000	98.789000
156	04/02/2015-14:09:06	9749.990000	0.000692	V	95.290000	98.960000
157	04/02/2015-14:09:08	9799.986000	0.000653	V	95.840000	98.970000
158	04/02/2015-14:09:10	9849.973000	0.000639	V	96.260000	99.000000
159	04/02/2015-14:09:12	9899.986000	0.000597	V	95.270000	98.828000
160	04/02/2015-14:09:14	9949.993000	0.000598	V	95.520000	98.921000
161	04/02/2015-14:09:16	9999.988000	0.000554	V	95.030000	99.034000
162	04/02/2015-14:09:18	10049.976000	0.000532	V	96.040000	98.946000
163	04/02/2015-14:09:20	10099.988000	0.000526	V	95.530000	98.853000
164	04/02/2015-14:09:22	10149.992000	0.000495	V	94.420000	98.887000
165	04/02/2015-14:09:24	10199.986000	0.000508	V	95.490000	98.877000
166	04/02/2015-14:09:27	10249.968000	0.000476	V	95.670000	98.809000
167	04/02/2015-14:09:29	10299.975000	0.000469	V	95.400000	98.902000
168	04/02/2015-14:09:31	10349.971000	0.000436	V	97.130000	98.902000
169	04/02/2015-14:09:33	10399.989000	0.000388	V	96.900000	98.692000
170	04/02/2015-14:09:35	10449.994000	0.000382	V	95.500000	98.848000
171	04/02/2015-14:09:37	10499.989000	0.000368	V	96.280000	98.745000
172	04/02/2015-14:09:39	10549.972000	0.000349	V	94.480000	98.951000
173	04/02/2015-14:09:41	10599.976000	0.000349	V	95.900000	98.990000
174	04/02/2015-14:09:43	10649.969000	0.000320	V	97.030000	98.897000
175	04/02/2015-14:09:45	10699.979000	0.000262	V	96.670000	98.828000
176	04/02/2015-14:09:47	10749.977000	0.000291	V	95.060000	98.838000
177	04/02/2015-14:09:49	10799.962000	0.000265	V	95.880000	98.780000
178	04/02/2015-14:09:51	10849.966000	0.000257	V	94.650000	98.843000
179	04/02/2015-14:09:53	10899.988000	0.000228	V	94.660000	98.887000
180	04/02/2015-14:09:55	10949.962000	0.000208	V	97.020000	98.887000
181	04/02/2015-14:09:57	10999.988000	0.000219	V	98.440000	98.750000
182	04/02/2015-14:09:59	11049.967000	0.000212	V	96.420000	98.653000
183	04/02/2015-14:10:01	11099.993000	0.000179	V	93.500000	98.794000
184	04/02/2015-14:10:03	11149.973000	0.000150	V	97.650000	98.745000
185	04/02/2015-14:10:06	11199.968000	0.000169	V	94.560000	98.780000
186	04/02/2015-14:10:08	11249.979000	0.000150	V	94.960000	98.677000
187	04/02/2015-14:10:10	11299.974000	0.000140	V	95.110000	98.887000
188	04/02/2015-14:10:12	11349.984000	0.000149	V	98.160000	98.736000
189	04/02/2015-14:10:14	11399.975000	0.000123	V	95.980000	98.877000
190	04/02/2015-14:10:16	11449.982000	0.000115	V	96.490000	98.814000
191	04/02/2015-14:10:18	11499.969000	0.000116	V	94.910000	98.985000
192	04/02/2015-14:10:20	11549.971000	0.000121	V	103.200000	98.848000
193	04/02/2015-14:10:22	11599.988000	0.000118	V	101.520000	98.833000
194	04/02/2015-14:10:24	11649.982000	0.000100	V	101.730000	98.745000
195	04/02/2015-14:10:26	11699.992000	0.000087	V	92.280000	98.863000
196	04/02/2015-14:10:28	11749.979000	0.000068	V	100.210000	98.799000
197	04/02/2015-14:10:30	11799.980000	0.000099	V	100.800000	98.975000
198	04/02/2015-14:10:32	11849.988000	0.000062	V	100.180000	98.848000
199	04/02/2015-14:10:34	11899.980000	0.000082	V	95.690000	98.780000
200	04/02/2015-14:10:36	11949.979000	0.000067	V	96.040000	98.902000
201	04/02/2015-14:10:38	11999.989000	0.000063	V	104.720000	98.677000
202	04/02/2015-14:10:40	12049.977000	0.000076	V	103.800000	98.823000
203	04/02/2015-14:10:43	12099.975000	0.000058	V	98.420000	98.658000
204	04/02/2015-14:10:45	12149.980000	0.000056	V	100.590000	98.990000
205	04/02/2015-14:10:47	12199.993000	0.000060	V	97.330000	98.789000
206	04/02/2015-14:10:49	12249.985000	0.000077	V	96.320000	98.916000
207	04/02/2015-14:10:51	12299.982000	0.000067	V	100.240000	98.653000
208	04/02/2015-14:10:53	12349.988000	0.000049	V	92.930000	98.794000
209	04/02/2015-14:10:55	12399.968000	0.000059	V	91.670000	98.570000
210	04/02/2015-14:10:57	12449.986000	0.000058	V	88.500000	98.677000
211	04/02/2015-14:10:59	12499.977000	0.000053	V	95.460000	98.687000
212	04/02/2015-14:11:01	12549.975000	0.000051	V	86.650000	98.638000
213	04/02/2015-14:11:03	12599.977000	0.000053	V	95.740000	98.697000
214	04/02/2015-14:11:05	12649.986000	0.000041	V	96.420000	98.658000
215	04/02/2015-14:11:07	12699.995000	0.000051	V	112.490000	98.760000
216	04/02/2015-14:11:09	12749.978000	0.000034	V	117.140000	98.741000
217	04/02/2015-14:11:11	12799.965000	0.000046	V	95.170000	98.672000
218	04/02/2015-14:11:13	12849.984000	0.000036	V	119.650000	98.599000
219	04/02/2015-14:11:15	12899.974000	0.000034	V	85.240000	98.667000
220	04/02/2015-14:11:17	12949.967000	0.000023	V	91.200000	98.789000
221	04/02/2015-14:11:19	12999.993000	0.000017	V	106.070000	98.522000
222	04/02/2015-14:11:22	13049.989000	0.000028	V	94.310000	98.745000
223	04/02/2015-14:11:24	13099.983000	0.000016	V	89.110000	98.497000
224	04/02/2015-14:11:26	13149.979000	0.000027	V	92.100000	98.677000
225	04/02/2015-14:11:28	13200.003000	0.000023	V	83.520000	98.819000
226	04/02/2015-14:11:30	13250.028000	0.000021	V	97.130000	98.531000
227	04/02/2015-14:11:32	13300.051000	0.000029	V	114.770000	98.809000
228	04/02/2015-14:11:43	13350.010000	0.000007	V	155.700000	98.716000
229	04/02/2015-14:11:45	13400.028000	0.000010	V	102.680000	98.794000
230	04/02/2015-14:11:47	13450.045000	0.000024	V	110.420000	98.658000
231	04/02/2015-14:11:49	13500.057000	0.000006	V	116.570000	98.590000
232	04/02/2015-14:11:52	13550.002000	0.000013	V	79.880000	98.692000
233	04/02/2015-14:11:54	13600.006000	0.000017	V	79.910000	98.633000
234	04/02/2015-14:11:56	13650.005000	0.000004	V	30.960000	98.517000
235	04/02/2015-14:11:58	13700.058000	0.000023	V	81.790000	98.653000
236	04/02/2015-14:12:00	13750.046000	0.000012	V	110.560000	98.531000
237	04/02/2015-14:12:02	13800.026000	0.000010	V	88.410000	98.663000
238	04/02/2015-14:12:04	13850.000000	0.000017	V	94.470000	98.522000
239	04/02/2015-14:12:06	13900.028000	0.000023	V	84.060000	98.415000
240	04/02/2015-14:12:08	13950.046000	0.000025	V	95.040000	98.595000
241	04/02/2015-14:12:10	14000.058000	0.000019	V	76.480000	98.541000
242	04/02/2015-14:12:12	14050.058000	0.000005	V	19.650000	98.599000
243	04/02/2015-14:12:18	14100.048000	0.000017	V	122.010000	98.648000
244	04/02/2015-14:12:20	14150.030000	0.000017	V	93.690000	98.629000
245	04/02/2015-14:12:22	14200.001000	0.000021	V	92.090000	98.541000
246	04/02/2015-14:12:24	14250.020000	0.000021	V	143.280000	98.454000
247	04/02/2015-14:12:26	14300.029000	0.000012	V	48.370000	98.643000
248	04/02/2015-14:12:28	14350.025000	0.000008	V	157.070000	98.546000
249	04/02/2015-14:12:30	14400.009000	0.000022	V	125.380000	98.731000
250	04/02/2015-14:12:32	14450.038000	0.000014	V	106.880000	98.697000
251	04/02/2015-14:12:34	14500.054000	0.000015	V	110.670000	98.619000
252	04/02/2015-14:12:36	14550.055000	0.000016	V	82.880000	98.595000
253	04/02/2015-14:12:39	14600.038000	0.000012	V	-19.880000	98.599000
254	04/02/2015-14:12:41	14650.009000	0.000010	V	106.310000	98.653000
255	04/02/2015-14:12:43	14700.022000	0.000012	V	115.010000	98.595000
256	04/02/2015-14:12:46	14750.018000	0.000018	V	128.900000	98.468000
257	04/02/2015-14:12:48	14800.057000	0.000014	V	96.150000	98.648000
258	04/02/2015-14:12:53	14850.018000	0.000007	V	74.750000	98.493000
259	04/02/2015-14:12:55	14900.019000	0.000005	V	6.010000	98.648000
260	04/02/2015-14:12:58	14950.061000	0.000011	V	-154.180000	98.624000
261	04/02/2015-14:13:01	15000.022000	0.000008	V	166.870000	98.736000
