Inter. 	 Data e Hora   			Comp.onda(nm)		Sinal 	Unid.	Fase (º)	Freq. (Hz)	
1 	 04/02/2015 - 13:39:24 	 	1999,986000 	0,000159 	 V 	 94,480000 	 99,270000 	
2 	 04/02/2015 - 13:39:26 	 	2049,965000 	0,000133 	 V 	 92,660000 	 99,373000 	
3 	 04/02/2015 - 13:39:28 	 	2099,972000 	0,000149 	 V 	 96,200000 	 99,314000 	
4 	 04/02/2015 - 13:39:30 	 	2149,970000 	0,000144 	 V 	 92,480000 	 99,275000 	
5 	 04/02/2015 - 13:39:32 	 	2199,996000 	0,000142 	 V 	 93,900000 	 99,245000 	
6 	 04/02/2015 - 13:39:34 	 	2249,979000 	0,000127 	 V 	 98,940000 	 99,285000 	
7 	 04/02/2015 - 13:39:36 	 	2299,989000 	0,000107 	 V 	 100,420000 	 99,250000 	
8 	 04/02/2015 - 13:39:38 	 	2349,993000 	0,000069 	 V 	 87,330000 	 99,393000 	
9 	 04/02/2015 - 13:39:40 	 	2399,986000 	0,000102 	 V 	 97,390000 	 99,295000 	
10 	 04/02/2015 - 13:39:42 	 	2449,973000 	0,000129 	 V 	 99,220000 	 99,235000 	
11 	 04/02/2015 - 13:39:44 	 	2499,984000 	0,000150 	 V 	 93,430000 	 99,270000 	
12 	 04/02/2015 - 13:39:46 	 	2549,987000 	0,000144 	 V 	 97,160000 	 99,240000 	
13 	 04/02/2015 - 13:39:48 	 	2599,981000 	0,000156 	 V 	 98,800000 	 99,226000 	
14 	 04/02/2015 - 13:39:50 	 	2649,965000 	0,000140 	 V 	 92,680000 	 99,329000 	
15 	 04/02/2015 - 13:39:52 	 	2699,975000 	0,000193 	 V 	 97,330000 	 99,216000 	
16 	 04/02/2015 - 13:39:54 	 	2749,976000 	0,000192 	 V 	 94,340000 	 99,383000 	
17 	 04/02/2015 - 13:39:56 	 	2799,968000 	0,000258 	 V 	 93,760000 	 99,265000 	
18 	 04/02/2015 - 13:39:58 	 	2849,983000 	0,000318 	 V 	 94,470000 	 99,299000 	
19 	 04/02/2015 - 13:40:01 	 	2899,990000 	0,000331 	 V 	 95,070000 	 99,388000 	
20 	 04/02/2015 - 13:40:03 	 	2949,985000 	0,000337 	 V 	 95,230000 	 99,280000 	
21 	 04/02/2015 - 13:40:05 	 	2999,970000 	0,000351 	 V 	 92,530000 	 99,339000 	
22 	 04/02/2015 - 13:40:07 	 	3049,978000 	0,000333 	 V 	 96,010000 	 99,393000 	
23 	 04/02/2015 - 13:40:09 	 	3099,978000 	0,000327 	 V 	 94,200000 	 99,299000 	
24 	 04/02/2015 - 13:40:11 	 	3149,964000 	0,000315 	 V 	 94,460000 	 99,349000 	
25 	 04/02/2015 - 13:40:13 	 	3199,974000 	0,000282 	 V 	 96,700000 	 99,334000 	
26 	 04/02/2015 - 13:40:15 	 	3249,975000 	0,000222 	 V 	 95,360000 	 99,270000 	
27 	 04/02/2015 - 13:40:17 	 	3299,963000 	0,000216 	 V 	 94,370000 	 99,359000 	
28 	 04/02/2015 - 13:40:19 	 	3349,975000 	0,000198 	 V 	 93,180000 	 99,378000 	
29 	 04/02/2015 - 13:40:21 	 	3399,972000 	0,000126 	 V 	 91,710000 	 99,260000 	
30 	 04/02/2015 - 13:40:23 	 	3449,995000 	0,000148 	 V 	 97,810000 	 99,354000 	
31 	 04/02/2015 - 13:40:25 	 	3499,969000 	0,000162 	 V 	 96,310000 	 99,290000 	
32 	 04/02/2015 - 13:40:27 	 	3549,965000 	0,000163 	 V 	 91,580000 	 99,329000 	
33 	 04/02/2015 - 13:40:29 	 	3599,986000 	0,000160 	 V 	 94,890000 	 99,364000 	
34 	 04/02/2015 - 13:40:31 	 	3649,992000 	0,000143 	 V 	 88,000000 	 99,314000 	
35 	 04/02/2015 - 13:40:33 	 	3699,985000 	0,000158 	 V 	 96,730000 	 99,359000 	
36 	 04/02/2015 - 13:40:35 	 	3749,963000 	0,000156 	 V 	 95,250000 	 99,408000 	
37 	 04/02/2015 - 13:40:37 	 	3799,966000 	0,000179 	 V 	 93,430000 	 99,334000 	
38 	 04/02/2015 - 13:40:40 	 	3849,987000 	0,000217 	 V 	 95,140000 	 99,280000 	
39 	 04/02/2015 - 13:40:42 	 	3899,963000 	0,000252 	 V 	 94,110000 	 99,285000 	
40 	 04/02/2015 - 13:40:44 	 	3949,992000 	0,000311 	 V 	 95,850000 	 99,290000 	
41 	 04/02/2015 - 13:40:46 	 	3999,970000 	0,000377 	 V 	 94,720000 	 99,373000 	
42 	 04/02/2015 - 13:40:48 	 	4049,971000 	0,000432 	 V 	 95,670000 	 99,280000 	
43 	 04/02/2015 - 13:40:50 	 	4099,992000 	0,000516 	 V 	 94,350000 	 99,339000 	
44 	 04/02/2015 - 13:40:52 	 	4149,963000 	0,000594 	 V 	 94,870000 	 99,354000 	
45 	 04/02/2015 - 13:40:54 	 	4199,991000 	0,000225 	 V 	 91,720000 	 99,240000 	
46 	 04/02/2015 - 13:40:56 	 	4249,966000 	0,000213 	 V 	 93,740000 	 99,230000 	
47 	 04/02/2015 - 13:40:58 	 	4299,961000 	0,000375 	 V 	 95,470000 	 99,285000 	
48 	 04/02/2015 - 13:41:00 	 	4349,975000 	0,000799 	 V 	 94,220000 	 99,230000 	
49 	 04/02/2015 - 13:41:02 	 	4399,975000 	0,000898 	 V 	 94,820000 	 99,428000 	
50 	 04/02/2015 - 13:41:04 	 	4449,993000 	0,000986 	 V 	 94,710000 	 99,290000 	
51 	 04/02/2015 - 13:41:06 	 	4499,993000 	0,001045 	 V 	 94,190000 	 99,324000 	
52 	 04/02/2015 - 13:41:08 	 	4549,978000 	0,001045 	 V 	 94,420000 	 99,299000 	
53 	 04/02/2015 - 13:41:10 	 	4599,981000 	0,001108 	 V 	 94,630000 	 99,235000 	
54 	 04/02/2015 - 13:41:12 	 	4649,969000 	0,001184 	 V 	 94,510000 	 99,250000 	
55 	 04/02/2015 - 13:41:14 	 	4699,973000 	0,001262 	 V 	 95,190000 	 99,393000 	
56 	 04/02/2015 - 13:41:16 	 	4749,994000 	0,001319 	 V 	 95,130000 	 99,245000 	
57 	 04/02/2015 - 13:41:19 	 	4799,965000 	0,001374 	 V 	 94,330000 	 99,221000 	
58 	 04/02/2015 - 13:41:21 	 	4849,988000 	0,001442 	 V 	 94,300000 	 99,314000 	
59 	 04/02/2015 - 13:41:23 	 	4899,991000 	0,001502 	 V 	 94,450000 	 99,235000 	
60 	 04/02/2015 - 13:41:25 	 	4949,976000 	0,001513 	 V 	 94,870000 	 99,299000 	
61 	 04/02/2015 - 13:41:27 	 	4999,980000 	0,001494 	 V 	 93,910000 	 99,211000 	
62 	 04/02/2015 - 13:41:29 	 	5049,964000 	0,001586 	 V 	 94,410000 	 99,329000 	
63 	 04/02/2015 - 13:41:31 	 	5099,964000 	0,001633 	 V 	 94,190000 	 99,240000 	
64 	 04/02/2015 - 13:41:33 	 	5149,981000 	0,001674 	 V 	 94,230000 	 99,285000 	
65 	 04/02/2015 - 13:41:35 	 	5199,979000 	0,001554 	 V 	 94,560000 	 99,240000 	
66 	 04/02/2015 - 13:41:37 	 	5249,992000 	0,001706 	 V 	 94,340000 	 99,270000 	
67 	 04/02/2015 - 13:41:39 	 	5299,985000 	0,001785 	 V 	 94,390000 	 99,226000 	
68 	 04/02/2015 - 13:41:41 	 	5349,995000 	0,001680 	 V 	 94,290000 	 99,319000 	
69 	 04/02/2015 - 13:41:43 	 	5399,983000 	0,001455 	 V 	 94,390000 	 99,206000 	
70 	 04/02/2015 - 13:41:45 	 	5449,987000 	0,001466 	 V 	 94,480000 	 99,166000 	
