Inter. 	 Data e Hora   			Comp.onda(nm)		Sinal 	Unid.	Fase (º)	Freq. (Hz)	
1 	 04/02/2015 - 10:53:57 	 	1999,986000 	0,000260 	 V 	 98,580000 	 98,619000 	
2 	 04/02/2015 - 10:53:59 	 	2049,965000 	0,000250 	 V 	 99,090000 	 98,799000 	
3 	 04/02/2015 - 10:54:01 	 	2099,972000 	0,000240 	 V 	 98,300000 	 98,789000 	
4 	 04/02/2015 - 10:54:03 	 	2149,970000 	0,000250 	 V 	 98,920000 	 98,741000 	
5 	 04/02/2015 - 10:54:05 	 	2199,996000 	0,000250 	 V 	 99,090000 	 98,595000 	
6 	 04/02/2015 - 10:54:07 	 	2249,979000 	0,000230 	 V 	 100,840000 	 98,872000 	
7 	 04/02/2015 - 10:54:09 	 	2299,989000 	0,000190 	 V 	 102,990000 	 98,648000 	
8 	 04/02/2015 - 10:54:11 	 	2349,993000 	0,000130 	 V 	 100,880000 	 98,784000 	
9 	 04/02/2015 - 10:54:13 	 	2399,986000 	0,000180 	 V 	 97,700000 	 98,916000 	
10 	 04/02/2015 - 10:54:16 	 	2449,973000 	0,000230 	 V 	 103,450000 	 98,697000 	
11 	 04/02/2015 - 10:54:18 	 	2499,984000 	0,000270 	 V 	 99,460000 	 98,843000 	
12 	 04/02/2015 - 10:54:20 	 	2549,987000 	0,000240 	 V 	 99,460000 	 98,638000 	
13 	 04/02/2015 - 10:54:22 	 	2599,981000 	0,000250 	 V 	 100,200000 	 98,604000 	
14 	 04/02/2015 - 10:54:24 	 	2649,965000 	0,000220 	 V 	 97,590000 	 98,789000 	
15 	 04/02/2015 - 10:54:26 	 	2699,975000 	0,000310 	 V 	 97,240000 	 98,819000 	
16 	 04/02/2015 - 10:54:28 	 	2749,976000 	0,000320 	 V 	 98,880000 	 98,619000 	
17 	 04/02/2015 - 10:54:30 	 	2799,968000 	0,000420 	 V 	 96,710000 	 98,853000 	
18 	 04/02/2015 - 10:54:32 	 	2849,983000 	0,000480 	 V 	 99,460000 	 98,804000 	
19 	 04/02/2015 - 10:54:34 	 	2899,990000 	0,000510 	 V 	 98,920000 	 98,741000 	
20 	 04/02/2015 - 10:54:36 	 	2949,985000 	0,000530 	 V 	 99,550000 	 98,711000 	
21 	 04/02/2015 - 10:54:38 	 	2999,970000 	0,000530 	 V 	 99,550000 	 98,595000 	
22 	 04/02/2015 - 10:54:40 	 	3049,978000 	0,000540 	 V 	 97,830000 	 98,736000 	
23 	 04/02/2015 - 10:54:42 	 	3099,978000 	0,000510 	 V 	 97,740000 	 98,760000 	
24 	 04/02/2015 - 10:54:44 	 	3149,964000 	0,000480 	 V 	 98,880000 	 98,926000 	
25 	 04/02/2015 - 10:54:46 	 	3199,974000 	0,000420 	 V 	 99,350000 	 98,780000 	
26 	 04/02/2015 - 10:54:48 	 	3249,975000 	0,000340 	 V 	 98,240000 	 98,867000 	
27 	 04/02/2015 - 10:54:50 	 	3299,963000 	0,000350 	 V 	 98,930000 	 98,775000 	
28 	 04/02/2015 - 10:54:52 	 	3349,975000 	0,000290 	 V 	 98,820000 	 98,843000 	
29 	 04/02/2015 - 10:54:54 	 	3399,972000 	0,000200 	 V 	 98,320000 	 98,828000 	
30 	 04/02/2015 - 10:54:57 	 	3449,995000 	0,000220 	 V 	 96,340000 	 98,755000 	
31 	 04/02/2015 - 10:54:59 	 	3499,969000 	0,000240 	 V 	 99,460000 	 98,823000 	
32 	 04/02/2015 - 10:55:01 	 	3549,965000 	0,000250 	 V 	 97,970000 	 98,853000 	
